D.mel FBtr	locus
FBtr0071540	NC_045950.1_cds_XP_032571738.1_7956
FBtr0342897	NC_045950.1_cds_XP_032572754.1_8044
FBtr0342896	NC_045950.1_cds_XP_032572754.1_8044
FBtr0071703	NC_045950.1_cds_XP_032572754.1_8044
FBtr0306013	NC_045950.1_cds_XP_032572753.1_8045
FBtr0300397	NC_045950.1_cds_XP_032572754.1_8044
FBtr0071690	NC_045950.1_cds_XP_032570494.1_8077
FBtr0071691	NC_045950.1_cds_XP_002039783.1_8078
FBtr0344882	NC_045950.1_cds_XP_032570494.1_8077
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0300226	NC_045950.1_cds_XP_032571405.1_8130
FBtr0071720	NC_045950.1_cds_XP_032571619.1_8142
FBtr0071785	NC_045950.1_cds_XP_032570345.1_8210
FBtr0071784	NC_045950.1_cds_XP_032570345.1_8210
FBtr0345504	NC_045950.1_cds_XP_002039934.1_8286
FBtr0071933	NC_045950.1_cds_XP_002039934.1_8286
FBtr0071990	NC_045950.1_cds_XP_002040007.1_8388
FBtr0072127	NC_045950.1_cds_XP_002040154.1_8591
FBtr0343274	NC_045950.1_cds_XP_002040154.1_8591
FBtr0343340	NC_045950.1_cds_XP_002037486.1_8680
FBtr0072164	NC_045950.1_cds_XP_002037486.1_8680
FBtr0343341	NC_045950.1_cds_XP_002037486.1_8680
FBtr0072322	NC_045950.1_cds_XP_002043104.2_8845
FBtr0333174	NC_045950.1_cds_XP_032572344.1_8962
FBtr0333174	NC_045950.1_cds_XP_032572344.1_8962
FBtr0072454	NC_045950.1_cds_XP_032572344.1_8962
FBtr0072454	NC_045950.1_cds_XP_032572344.1_8962
FBtr0070163	NC_045954.1_cds_XP_032580937.1_19895
FBtr0300792	NC_045954.1_cds_XP_002040497.1_20162
FBtr0070411	NC_045954.1_cds_XP_002040497.1_20162
FBtr0112736	NC_045954.1_cds_XP_002036905.1_20567
FBtr0071249	NC_045954.1_cds_XP_002044060.1_21135
FBtr0071307	NC_045954.1_cds_XP_002045336.1_21241
FBtr0343030	NC_045954.1_cds_XP_002041819.1_21334
FBtr0071393	NC_045954.1_cds_XP_002041819.1_21334
FBtr0071394	NC_045954.1_cds_XP_002041819.1_21334
FBtr0071506	NC_045954.1_cds_XP_032580060.1_21452
FBtr0071492	NC_045954.1_cds_XP_002041888.1_21454
FBtr0073407	NC_045954.1_cds_XP_032582198.1_21494
FBtr0073408	NC_045954.1_cds_XP_032582199.1_21495
FBtr0346382	NC_045954.1_cds_XP_032582199.1_21495
FBtr0073406	NC_045954.1_cds_XP_032582197.1_21496
FBtr0339836	NC_045954.1_cds_XP_032582197.1_21496
FBtr0073474	NC_045954.1_cds_XP_002041944.1_21538
FBtr0345166	NC_045954.1_cds_XP_032582277.1_21693
FBtr0073611	NC_045954.1_cds_XP_032582277.1_21693
FBtr0073609	NC_045954.1_cds_XP_032582277.1_21693
FBtr0073610	NC_045954.1_cds_XP_032582277.1_21693
FBtr0073608	NC_045954.1_cds_XP_032582277.1_21693
FBtr0073575	NC_045954.1_cds_XP_032580792.1_21752
FBtr0073576	NC_045954.1_cds_XP_032580792.1_21752
FBtr0073578	NC_045954.1_cds_XP_032580791.1_21751
FBtr0073577	NC_045954.1_cds_XP_032580792.1_21752
FBtr0073899	NC_045954.1_cds_XP_002042770.1_22116
FBtr0074035	NC_045954.1_cds_XP_002044695.1_22330
FBtr0074392	NC_045954.1_cds_XP_002042357.2_22807
FBtr0074393	NC_045954.1_cds_XP_002042358.2_22808
FBtr0340616	NC_045954.1_cds_XP_002042358.2_22808
FBtr0074461	NC_045954.1_cds_XP_032582184.1_22898
FBtr0346625	NC_045954.1_cds_XP_002039274.1_23009
FBtr0074559	NC_045954.1_cds_XP_002039274.1_23009
FBtr0340368	NC_045954.1_cds_XP_002039294.1_23044
FBtr0074622	NC_045954.1_cds_XP_002039294.1_23044
FBtr0077335	NC_045954.1_cds_XP_002039516.1_23341
FBtr0077336	NC_045954.1_cds_XP_002039516.1_23341
FBtr0308243	NC_045954.1_cds_XP_002039516.1_23341
FBtr0070059	NC_045954.1_cds_XP_002039656.2_23543
FBtr0070062	NC_045954.1_cds_XP_002039656.2_23543
FBtr0070061	NC_045954.1_cds_XP_002039656.2_23543
FBtr0070058	NC_045954.1_cds_XP_002039656.2_23543
FBtr0070060	NC_045954.1_cds_XP_002039656.2_23543
FBtr0077998	NC_045949.1_cds_XP_002041609.2_161
FBtr0077943	NC_045949.1_cds_XP_002041699.1_270
FBtr0301010	NC_045949.1_cds_XP_002041699.1_270
FBtr0343844	NC_045949.1_cds_XP_002041700.1_272
FBtr0077942	NC_045949.1_cds_XP_002041700.1_272
FBtr0329947	NC_045949.1_cds_XP_002041700.1_272
FBtr0334760	NC_045949.1_cds_XP_002041756.1_351
FBtr0100503	NC_045949.1_cds_XP_002041756.1_351
FBtr0335162	NC_045949.1_cds_XP_002037557.1_418
FBtr0077803	NC_045949.1_cds_XP_002037557.1_418
FBtr0331203	NC_045949.1_cds_XP_002037583.1_455
FBtr0112751	NC_045949.1_cds_XP_002037583.1_455
FBtr0077619	NC_045949.1_cds_XP_032583327.1_538
FBtr0305673	NC_045949.1_cds_XP_032579200.1_709
FBtr0110767	NC_045949.1_cds_XP_032579200.1_709
FBtr0300304	NC_045949.1_cds_XP_032583118.1_839
FBtr0304639	NC_045949.1_cds_XP_032583118.1_839
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0300354	NC_045949.1_cds_XP_002037837.2_868
FBtr0346459	NC_045949.1_cds_XP_002037931.2_1019
FBtr0110802	NC_045949.1_cds_XP_002037931.2_1019
FBtr0306841	NC_045949.1_cds_XP_032582889.1_1117
FBtr0344769	NC_045949.1_cds_XP_032582889.1_1117
FBtr0342609	NC_045949.1_cds_XP_032582889.1_1117
FBtr0079143	NC_045949.1_cds_XP_002038002.1_1131
FBtr0342615	NC_045949.1_cds_XP_002038002.1_1131
FBtr0079157	NC_045949.1_cds_XP_002038003.1_1132
FBtr0079156	NC_045949.1_cds_XP_002038003.1_1132
FBtr0342618	NC_045949.1_cds_XP_002038003.1_1132
FBtr0079155	NC_045949.1_cds_XP_002038004.1_1133
FBtr0079155	NC_045949.1_cds_XP_002038004.1_1133
FBtr0335485	NC_045949.1_cds_XP_032578776.1_1527
FBtr0079470	NC_045949.1_cds_XP_032578776.1_1527
FBtr0346906	NC_045949.1_cds_XP_002036181.1_1697
FBtr0079595	NC_045949.1_cds_XP_002036181.1_1697
FBtr0332368	NC_045949.1_cds_XP_002036182.1_1698
FBtr0304640	NC_045949.1_cds_XP_002036182.1_1698
FBtr0079716	NC_045949.1_cds_XP_002036214.1_1764
FBtr0079715	NC_045949.1_cds_XP_002036215.1_1765
FBtr0332188	NC_045949.1_cds_XP_002036287.1_1866
FBtr0332188	NC_045949.1_cds_XP_002036287.1_1866
FBtr0079786	NC_045949.1_cds_XP_002036287.1_1866
FBtr0079786	NC_045949.1_cds_XP_002036287.1_1866
FBtr0079786	NC_045949.1_cds_XP_002036287.1_1866
FBtr0079816	NC_045949.1_cds_XP_032581621.1_1909
FBtr0079829	NC_045949.1_cds_XP_032571884.1_1945
FBtr0079959	NC_045949.1_cds_XP_002036443.1_2086
FBtr0340557	NC_045949.1_cds_XP_032581156.1_2300
FBtr0080175	NC_045949.1_cds_XP_032581156.1_2300
FBtr0080158	NC_045949.1_cds_XP_002036622.1_2338
FBtr0344020	NC_045949.1_cds_XP_002036622.1_2338
FBtr0080270	NC_045949.1_cds_XP_002036688.1_2421
FBtr0334137	NC_045949.1_cds_XP_002036705.1_2468
FBtr0334140	NC_045949.1_cds_XP_032583219.1_2462
FBtr0334138	NC_045949.1_cds_XP_032583219.1_2462
FBtr0334142	NC_045949.1_cds_XP_032583222.1_2463
FBtr0344148	NC_045949.1_cds_XP_032583226.1_2467
FBtr0334135	NC_045949.1_cds_XP_032583224.1_2458
FBtr0334141	NC_045949.1_cds_XP_032583220.1_2460
FBtr0334139	NC_045949.1_cds_XP_032583221.1_2459
FBtr0334136	NC_045949.1_cds_XP_032583219.1_2462
FBtr0334143	NC_045949.1_cds_XP_032583232.1_2475
FBtr0344447	NC_045949.1_cds_XP_032583232.1_2475
FBtr0080784	NC_045949.1_cds_XP_002035921.1_3014
FBtr0080862	NC_045949.1_cds_XP_002038818.2_3126
FBtr0080864	NC_045949.1_cds_XP_002038818.2_3126
FBtr0080863	NC_045949.1_cds_XP_002038818.2_3126
FBtr0342945	NC_045949.1_cds_XP_002038818.2_3126
FBtr0340581	NC_045949.1_cds_XP_032569774.1_3407
FBtr0081054	NC_045949.1_cds_XP_032569774.1_3407
FBtr0081221	NC_045949.1_cds_XP_002039100.1_3583
FBtr0310645	NC_045949.1_cds_XP_032575993.1_3581
FBtr0081219	NC_045949.1_cds_XP_032575993.1_3581
FBtr0081220	NC_045949.1_cds_XP_032575993.1_3581
FBtr0300823	NC_045949.1_cds_XP_002039100.1_3583
FBtr0331328	NC_045949.1_cds_XP_032569773.1_3646
FBtr0331330	NC_045949.1_cds_XP_032569773.1_3646
FBtr0081254	NC_045949.1_cds_XP_002039138.1_3645
FBtr0331329	NC_045949.1_cds_XP_002039138.1_3645
FBtr0343848	NC_045949.1_cds_XP_032582938.1_3722
FBtr0345683	NC_045949.1_cds_XP_032581982.1_3736
FBtr0081378	NC_045949.1_cds_XP_032581982.1_3736
FBtr0081383	NC_045949.1_cds_XP_002042445.2_3774
FBtr0085909	NC_045949.1_cds_XP_032583592.1_4030
FBtr0072455	NC_052521.2_cds_XP_002083077.1_9994
FBtr0073984	NC_052525.2_cds_XP_002107519.1_24404
FBtr0074843	NC_052522.2_cds_XP_016032645.1_14423
FBtr0076003	NC_052522.2_cds_XP_002084615.1_12810
FBtr0078003	NC_052520.2_cds_XP_002077672.1_195
FBtr0078172	NC_052522.2_cds_XP_016032645.1_14423
FBtr0078333	NC_052522.2_cds_XP_002085725.1_14566
FBtr0078334	NC_052522.2_cds_XP_002085724.1_14565
FBtr0078335	NC_052522.2_cds_XP_002076559.1_14563
FBtr0078482	NC_052522.2_cds_XP_039149853.1_14825
FBtr0080273	NC_052520.2_cds_XP_044779864.1_2695
FBtr0081382	NC_052520.2_cds_XP_002080045.1_4106
FBtr0081538	NC_052523.2_cds_XP_002102496.1_15822
FBtr0081690	NC_052523.2_cds_XP_016033494.2_15660
FBtr0082351	NC_052523.2_cds_XP_002103894.3_18264
FBtr0082357	NC_052523.2_cds_XP_039150854.1_18252
FBtr0082362	NC_052523.2_cds_XP_002103894.3_18264
FBtr0082980	NC_052523.2_cds_XP_002103433.1_17522
FBtr0083432	NC_052523.2_cds_XP_002103086.1_16865
FBtr0084915	NC_052523.2_cds_XP_016036334.1_20018
FBtr0085512	NC_052523.2_cds_XP_039150399.1_20800
FBtr0086327	NC_052521.2_cds_XP_002082264.1_8634
FBtr0086928	NC_052521.2_cds_XP_016028188.1_7942
FBtr0087390	NC_052521.2_cds_XP_016027759.1_7321
FBtr0088122	NC_052521.2_cds_XP_002081035.1_6290
FBtr0088161	NC_052521.2_cds_XP_016027021.1_6288
FBtr0091608	NC_052523.2_cds_XP_002104023.1_18492
FBtr0100545	NC_052523.2_cds_XP_002104294.1_18941
FBtr0110768	NC_052521.2_cds_XP_016028132.1_7848
FBtr0110781	NC_052523.2_cds_XP_002103678.1_17930
FBtr0300304	NC_052520.2_cds_XP_016023428.1_914
FBtr0300307	NC_052520.2_cds_XP_016024681.1_2662
FBtr0300309	NC_052520.2_cds_XP_039154399.1_2693
FBtr0300311	NC_052520.2_cds_XP_016025059.1_3247
FBtr0300318	NC_052522.2_cds_XP_039149854.1_14824
FBtr0300362	NC_052522.2_cds_XP_016030772.1_11620
FBtr0300363	NC_052522.2_cds_XP_016030772.1_11620
FBtr0300805	NC_052520.2_cds_XP_002078992.1_2462
FBtr0301001	NC_052523.2_cds_XP_016033456.1_15600
FBtr0301936	NC_052520.2_cds_XP_039154400.1_2692
FBtr0301937	NC_052520.2_cds_XP_039150154.1_3702
FBtr0303428	NC_052521.2_cds_XP_039147731.1_6514
FBtr0303840	NC_052523.2_cds_XP_016034963.1_17929
FBtr0303841	NC_052523.2_cds_XP_016034962.1_17928
FBtr0304639	NC_052520.2_cds_XP_016023428.1_914
FBtr0305487	NC_052522.2_cds_XP_044778853.1_13001
FBtr0306842	NC_052520.2_cds_XP_016023664.1_1244
FBtr0306923	NC_052523.2_cds_XP_039151650.1_20429
FBtr0309516	NC_052523.2_cds_XP_002103085.2_16864
FBtr0331816	NC_052522.2_cds_XP_016032643.1_14420
FBtr0333286	NC_052522.2_cds_XP_016032760.1_14567
FBtr0333383	NC_052522.2_cds_XP_002084615.1_12810
FBtr0333421	NC_052520.2_cds_XP_044779864.1_2695
FBtr0334114	NC_052522.2_cds_XP_039149853.1_14825
FBtr0339130	NC_052520.2_cds_XP_002078992.1_2462
FBtr0339163	NC_052523.2_cds_XP_039150791.1_20016
FBtr0340000	NC_052521.2_cds_XP_016027759.1_7321
FBtr0340600	NC_052521.2_cds_XP_002082264.1_8634
FBtr0344123	NC_052520.2_cds_XP_016024713.1_2690
FBtr0344124	NC_052520.2_cds_XP_016024713.1_2690
FBtr0344808	NC_052522.2_cds_XP_044778853.1_13001
FBtr0345323	NC_052523.2_cds_XP_002104294.1_18941
FBtr0345580	NC_052521.2_cds_XP_002083077.1_9994
FBtr0345637	NC_052520.2_cds_XP_016024541.1_2461
FBtr0345686	NC_052520.2_cds_XP_039150154.1_3702
FBtr0345928	NC_052521.2_cds_XP_002081035.1_6290
FBtr0346098	NC_052523.2_cds_XP_002103894.3_18264
FBtr0346715	NC_052520.2_cds_XP_016025059.1_3247
FBtr0346808	NC_052522.2_cds_XP_016030772.1_11620
FBtr0347196	NC_052521.2_cds_XP_039147731.1_6514
FBtr0080099	
FBtr0080101	
FBtr0084914	
FBtr0302155	
FBtr0310089	
FBtr0339891	
FBtr0078977	NC_052523.2_cds_XP_002102070.1_15106
FBtr0081711	NC_052523.2_cds_XP_002102357.1_15579
FBtr0301268	NC_052523.2_cds_XP_002102366.2_15599
FBtr0081596	NC_052523.2_cds_XP_039151641.1_15782
FBtr0081591	NC_052523.2_cds_XP_002102474.1_15793
FBtr0300322	NC_052523.2_cds_XP_016033635.1_15920
FBtr0304645	NC_052523.2_cds_XP_016035655.1_18963
FBtr0300742	NC_052523.2_cds_XP_016035539.1_18782
FBtr0333190	NC_052523.2_cds_XP_044779154.1_18730
FBtr0081973	NC_052523.2_cds_XP_044779153.1_18729
FBtr0334618	NC_052523.2_cds_XP_002104090.1_18592
FBtr0082103	NC_052523.2_cds_XP_002104090.1_18592
FBtr0091785	NC_052523.2_cds_XP_002104021.1_18490
FBtr0306696	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082489	NC_052523.2_cds_XP_039151885.1_18071
FBtr0082490	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082491	NC_052523.2_cds_XP_039151885.1_18071
FBtr0082492	NC_052523.2_cds_XP_039151885.1_18071
FBtr0082493	NC_052523.2_cds_XP_016035050.2_18063
FBtr0082494	NC_052523.2_cds_XP_044779397.1_18068
FBtr0082495	NC_052523.2_cds_XP_044779397.1_18068
FBtr0082496	NC_052523.2_cds_XP_044779398.1_18073
FBtr0082497	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082498	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082498	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082499	NC_052523.2_cds_XP_016035045.1_18070
FBtr0082500	NC_052523.2_cds_XP_044779397.1_18068
FBtr0082501	NC_052523.2_cds_XP_044779398.1_18073
FBtr0082502	NC_052523.2_cds_XP_016035050.2_18063
FBtr0082503	NC_052523.2_cds_XP_039151885.1_18071
FBtr0300319	NC_052523.2_cds_XP_002103746.1_18000
FBtr0082757	NC_052523.2_cds_XP_016034855.1_17744
FBtr0082821	NC_052523.2_cds_XP_002103534.1_17682
FBtr0082888	NC_052523.2_cds_XP_016034757.1_17615
FBtr0082889	NC_052523.2_cds_XP_016034757.1_17615
FBtr0082947	NC_052523.2_cds_XP_016034738.1_17571
FBtr0082948	NC_052523.2_cds_XP_016034737.1_17572
FBtr0082949	NC_052523.2_cds_XP_016034737.1_17572
FBtr0082950	NC_052523.2_cds_XP_016034738.1_17571
FBtr0100277	NC_052523.2_cds_XP_016034737.1_17572
FBtr0083141	NC_052523.2_cds_XP_016034611.1_17414
FBtr0083142	NC_052523.2_cds_XP_016034611.1_17414
FBtr0303831	NC_052523.2_cds_XP_016034286.1_16846
FBtr0083725	NC_052523.2_cds_XP_002102899.2_16567
FBtr0300803	NC_052523.2_cds_XP_002102709.1_16230
FBtr0110823	NC_052523.2_cds_XP_016033803.1_16147
FBtr0083993	NC_052523.2_cds_XP_002102674.2_16149
FBtr0301940	NC_052523.2_cds_XP_016035655.1_18963
FBtr0084128	NC_052523.2_cds_XP_016035661.1_18971
FBtr0084149	NC_052523.2_cds_XP_002104351.1_19024
FBtr0084150	NC_052523.2_cds_XP_002104352.1_19025
FBtr0304565	NC_052523.2_cds_XP_016035882.1_19342
FBtr0084434	NC_052523.2_cds_XP_002104574.2_19376
FBtr0084442	NC_052523.2_cds_XP_002104586.1_19390
FBtr0084561	NC_052523.2_cds_XP_016036012.1_19554
FBtr0306105	NC_052523.2_cds_XP_016036157.1_19753
FBtr0110770	NC_052523.2_cds_XP_016036331.1_20011
FBtr0301941	NC_052523.2_cds_XP_016036333.1_20017
FBtr0110871	NC_052523.2_cds_XP_016036382.1_20098
FBtr0110870	NC_052523.2_cds_XP_016036383.1_20099
FBtr0085213	NC_052523.2_cds_XP_002105153.1_20353
FBtr0085254	NC_052523.2_cds_XP_002105205.2_20462
FBtr0085260	NC_052523.2_cds_XP_002105212.1_20470
FBtr0336789	NC_052523.2_cds_XP_002105247.1_20541
FBtr0085314	NC_052523.2_cds_XP_002105247.1_20541
FBtr0085313	NC_052523.2_cds_XP_002105248.2_20542
FBtr0112491	NC_052523.2_cds_XP_016036719.1_20543
FBtr0085311	NC_052523.2_cds_XP_002105249.1_20544
FBtr0085401	NC_052523.2_cds_XP_039151494.1_20645
FBtr0332431	NC_052523.2_cds_XP_039151494.1_20645
FBtr0089608	NC_052523.2_cds_XP_002105374.1_20718
FBtr0305053	NC_052523.2_cds_XP_002105374.1_20718
FBtr0085611	NC_052523.2_cds_XP_016036952.1_20888
FBtr0346141	NC_052523.2_cds_XP_016036952.1_20888
FBtr0085655	NC_052523.2_cds_XP_016036990.1_20948
FBtr0110859	NC_052523.2_cds_XP_016036990.1_20948
FBtr0345121	NC_052523.2_cds_XP_044779190.1_20949
FBtr0335440	NC_052523.2_cds_XP_002105537.2_20997
FBtr0300962	NC_052523.2_cds_XP_002105537.2_20997
FBtr0085733	NC_052523.2_cds_XP_002105580.1_21059
FBtr0085734	NC_052523.2_cds_XP_002105580.1_21059
FBtr0072943	NC_052522.2_cds_XP_002083393.1_10630
FBtr0073015	NC_052522.2_cds_XP_002083396.2_10635
FBtr0072982	NC_052522.2_cds_XP_016030130.1_10683
FBtr0072983	NC_052522.2_cds_XP_016030130.1_10683
FBtr0332112	NC_052522.2_cds_XP_016030130.1_10683
FBtr0073073	NC_052522.2_cds_XP_002083492.1_10807
FBtr0304829	NC_052522.2_cds_XP_044778927.1_10826
FBtr0073139	NC_052522.2_cds_XP_016030259.1_10845
FBtr0077038	NC_052522.2_cds_XP_002083800.1_11340
FBtr0077040	NC_052522.2_cds_XP_002083802.1_11342
FBtr0077047	NC_052522.2_cds_XP_002083810.3_11351
FBtr0091954	NC_052522.2_cds_XP_039150337.1_11411
FBtr0302931	NC_052522.2_cds_XP_039150337.1_11411
FBtr0300314	NC_052522.2_cds_XP_016030641.1_11425
FBtr0076752	NC_052522.2_cds_XP_002084038.1_11750
FBtr0076582	NC_052522.2_cds_XP_002084184.1_12008
FBtr0076398	NC_052522.2_cds_XP_002084312.2_12271
FBtr0076399	NC_052522.2_cds_XP_002084312.2_12271
FBtr0076400	NC_052522.2_cds_XP_002084312.2_12271
FBtr0076401	NC_052522.2_cds_XP_002084312.2_12271
FBtr0330097	NC_052522.2_cds_XP_002084312.2_12271
FBtr0076311	NC_052522.2_cds_XP_002084365.1_12400
FBtr0076256	NC_052522.2_cds_XP_002084394.1_12464
FBtr0076193	NC_052522.2_cds_XP_016031376.1_12498
FBtr0076136	NC_052522.2_cds_XP_039149518.1_12659
FBtr0076136	NC_052522.2_cds_XP_039149518.1_12659
FBtr0339295	NC_052522.2_cds_XP_016031692.2_12999
FBtr0300316	NC_052522.2_cds_XP_016031692.2_12999
FBtr0075836	NC_052522.2_cds_XP_002084754.1_13002
FBtr0075615	NC_052522.2_cds_XP_002084951.2_13336
FBtr0075171	NC_052522.2_cds_XP_039149546.1_13962
FBtr0075116	NC_052522.2_cds_XP_002085369.2_14050
FBtr0075115	NC_052522.2_cds_XP_002085369.2_14050
FBtr0300049	NC_052522.2_cds_XP_002085378.2_14057
FBtr0304702	NC_052522.2_cds_XP_002085379.1_14058
FBtr0300051	NC_052522.2_cds_XP_002085381.2_14060
FBtr0332651	NC_052522.2_cds_XP_016032473.1_14131
FBtr0075045	NC_052522.2_cds_XP_016032473.1_14131
FBtr0075044	NC_052522.2_cds_XP_016032473.1_14131
FBtr0075042	NC_052522.2_cds_XP_016032472.1_14130
FBtr0075043	NC_052522.2_cds_XP_016032473.1_14131
FBtr0075038	NC_052522.2_cds_XP_002085442.1_14136
FBtr0308781	NC_052522.2_cds_XP_002085442.1_14136
FBtr0110771	NC_052522.2_cds_XP_002085453.2_14150
FBtr0346540	NC_052522.2_cds_XP_016032757.1_14557
FBtr0300317	NC_052522.2_cds_XP_016032757.1_14557
FBtr0078370	NC_052522.2_cds_XP_002085814.1_14706
FBtr0333971	NC_052522.2_cds_XP_016032879.1_14741
FBtr0301939	NC_052522.2_cds_XP_016032879.1_14741
FBtr0332052	NC_052522.2_cds_XP_039149849.1_14944
FBtr0078558	NC_052522.2_cds_XP_039149849.1_14944
FBtr0301802	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0333380	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0113813	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0301797	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0301803	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0301804	NW_025416883.1_cds_XP_039154258.1_26148
FBtr0300357	NC_052521.2_cds_XP_016026188.1_4957
FBtr0309371	NC_052521.2_cds_XP_016026189.1_4959
FBtr0086164	NC_052521.2_cds_XP_039147306.1_4958
FBtr0112770	NC_052521.2_cds_XP_002080391.1_5046
FBtr0113047	NC_052521.2_cds_XP_016026274.1_5138
FBtr0113048	NC_052521.2_cds_XP_016026276.1_5139
FBtr0305124	NC_052521.2_cds_XP_016026277.1_5140
FBtr0332995	NC_052521.2_cds_XP_016026279.1_5142
FBtr0113049	NC_052521.2_cds_XP_016026279.1_5142
FBtr0299788	NC_052521.2_cds_XP_016026507.1_5472
FBtr0339346	NC_052521.2_cds_XP_016026508.1_5471
FBtr0301706	NC_052521.2_cds_XP_016026722.1_5825
FBtr0088476	NC_052521.2_cds_XP_002080810.1_5826
FBtr0100088	NC_052521.2_cds_XP_002080811.1_5827
FBtr0088198	NC_052521.2_cds_XP_002076284.1_6197
FBtr0339474	NC_052521.2_cds_XP_016026979.1_6198
FBtr0088090	NC_052521.2_cds_XP_002081058.2_6332
FBtr0091776	NC_052521.2_cds_XP_002081212.2_6567
FBtr0087854	NC_052521.2_cds_XP_002081251.1_6670
FBtr0087819	NC_052521.2_cds_XP_002081257.1_6675
FBtr0302939	NC_052521.2_cds_XP_016027270.1_6676
FBtr0087818	NC_052521.2_cds_XP_016027271.1_6677
FBtr0306584	NC_052521.2_cds_XP_016027271.1_6677
FBtr0087817	NC_052521.2_cds_XP_002081259.1_6678
FBtr0306581	NC_052521.2_cds_XP_016027278.1_6686
FBtr0306580	NC_052521.2_cds_XP_002081260.2_6684
FBtr0306583	NC_052521.2_cds_XP_016027273.1_6682
FBtr0306579	NC_052521.2_cds_XP_016027272.1_6681
FBtr0337029	NC_052521.2_cds_XP_016027274.1_6680
FBtr0344926	NC_052521.2_cds_XP_016027275.1_6685
FBtr0306582	NC_052521.2_cds_XP_016027272.1_6681
FBtr0087816	NC_052521.2_cds_XP_016027277.1_6679
FBtr0331979	NC_052521.2_cds_XP_016027277.1_6679
FBtr0310155	NC_052521.2_cds_XP_039148444.1_6738
FBtr0087772	NC_052521.2_cds_XP_039148444.1_6738
FBtr0310151	NC_052521.2_cds_XP_039148444.1_6738
FBtr0310152	NC_052521.2_cds_XP_039148444.1_6738
FBtr0310153	NC_052521.2_cds_XP_039148444.1_6738
FBtr0310154	NC_052521.2_cds_XP_039148444.1_6738
FBtr0345942	NC_052521.2_cds_XP_016027362.1_6802
FBtr0310562	NC_052521.2_cds_XP_016027362.1_6802
FBtr0346185	NC_052521.2_cds_XP_002081366.2_6882
FBtr0303819	NC_052521.2_cds_XP_002081366.2_6882
FBtr0087638	NC_052521.2_cds_XP_016027446.1_6920
